interview__key,consev_hh,consev_name,consev_typ__1,consev_typ__2,consev_typ__3,consev_typ__4,consev_typ__5,consev_meb,consev_exphh,consev_expcom,consev_cash,consev_fd,consev_fdamt,consev_adben,consev_ad,consev_ben,consev_mt,wld_conft,wld_confl_frequ,wld_dmg__1,wld_dmg__2,wld_dmg__3,wld_dmg__96,wld_dmgcomp,comp_amt
"20-26-28-94","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"23-89-23-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"52-40-25-11","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"58-44-00-29","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"94-81-60-01","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"00-76-76-29","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"30-24-92-73","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"23-53-41-46","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"62-55-13-64","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"42-85-64-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"90-50-65-07","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"54-70-24-21","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"38-66-21-90","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-53-90-85","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"67-43-43-96","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"30-12-86-30","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"18-64-04-51","Yes","kissing lugalo forest","No","No","Yes","No","No","No","Neutral (or no effect)","Positive effect",,,,,"",,,"No",,,,,,,
"44-00-42-23","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"49-30-59-44","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"08-14-33-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"03-68-26-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"76-88-86-20","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"41-48-09-97","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"21-76-07-53","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"01-41-01-54","Yes","kiholela forest","No","No","Yes","No","No","No","Neutral (or no effect)","Neutral (or no effect)",,,,,"",,,"No",,,,,,,
"13-11-49-85","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"72-37-75-96","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"71-85-96-60","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"92-03-64-77","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"33-40-16-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"55-06-75-57","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"01-05-06-43","Yes","udzungwa","No","No","No","No","Yes","No","Neutral (or no effect)","Neutral (or no effect)",,,,,"",,,"No",,,,,,,
"12-46-80-99","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"34-76-42-19","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"62-44-56-00","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"35-05-05-79","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"00-88-32-67","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"65-77-01-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"68-46-66-56","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"30-46-23-21","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"13-17-41-36","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"99-55-34-47","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"82-90-83-43","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"98-51-51-03","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"10-71-84-42","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"49-18-02-61","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"58-97-08-64","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"61-93-54-26","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-95-58-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-49-75-13","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"68-39-51-63","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"46-13-75-58","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"40-78-00-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"69-63-50-52","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"20-96-52-92","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"37-33-23-29","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"55-09-60-79","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"13-88-02-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"50-55-09-07","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"85-93-95-50","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"97-19-27-00","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"60-48-30-05","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"80-01-40-08","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-52-09-79","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"07-76-06-35","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"73-75-27-37","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"99-26-76-45","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"91-46-41-86","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"67-86-22-06","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"98-64-51-77","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"83-59-27-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"12-54-62-85","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"47-32-93-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"45-06-90-36","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"24-42-82-26","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"22-27-70-86","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"04-24-78-04","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"83-44-01-42","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"55-32-62-10","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"16-97-28-87","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"79-79-53-26","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"86-05-40-89","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"06-02-25-50","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"07-64-12-97","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"67-73-53-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"96-07-74-28","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"13-42-68-56","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"78-89-03-74","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-15-86-87","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"83-15-50-69","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"96-73-61-56","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"68-46-53-43","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"65-84-91-55","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"79-25-63-35","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"80-29-04-22","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"15-34-92-71","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"28-29-76-59","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"26-01-09-21","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-37-06-51","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"81-06-47-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"65-79-07-96","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"10-31-70-66","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-61-55-41","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"33-65-05-28","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"37-31-29-27","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"13-98-20-22","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"04-80-94-39","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"28-75-01-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"30-19-51-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-29-81-12","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"83-66-69-06","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"26-43-59-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"97-96-91-38","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"27-34-90-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"23-72-17-40","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"39-58-22-39","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"97-79-33-71","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"69-57-31-01","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"60-54-64-58","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"89-99-48-67","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"44-61-50-65","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"12-80-78-48","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"28-02-97-48","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"70-19-76-68","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"46-78-87-50","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"18-43-40-98","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"50-39-55-52","No","",,,,,,,,,,,,,"",,,"Yes",3,"Yes","No","No","No",,
"82-64-50-66","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"46-02-32-25","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-99-40-78","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"45-83-32-93","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"33-22-63-71","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"95-96-92-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"19-37-18-76","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"74-28-59-17","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"48-48-94-57","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"03-43-60-42","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"58-75-54-61","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"49-89-37-09","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"76-49-10-53","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"76-59-40-83","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-82-77-77","No","",,,,,,,,,,,,,"",,,"Yes",1,"Yes","No","No","No",,100000
"83-91-87-26","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-80-93-49","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-06-51-62","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"47-99-10-89","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"81-41-75-01","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"76-68-21-05","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"47-73-43-68","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-60-71-39","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"10-22-07-48","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"36-41-17-07","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"52-56-02-56","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-96-32-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"54-77-99-69","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"10-69-04-21","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"25-34-66-08","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-70-97-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"16-38-85-69","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"34-85-34-32","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"87-75-27-62","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"03-56-68-20","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"96-99-31-77","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"43-76-23-18","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"47-55-12-39","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"26-14-45-15","No","",,,,,,,,,,,,,"",,,"Yes",2,"Yes","No","No","No",,
"92-21-19-80","No","",,,,,,,,,,,,,"",,,"Yes",3,"Yes","No","No","No",,
"69-22-78-98","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"72-81-88-52","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"99-60-35-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"22-09-50-57","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"88-99-86-73","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"71-42-32-14","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"30-04-61-14","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"67-60-72-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-10-01-18","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"22-48-15-22","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"06-04-90-02","Yes","Ruaha","No","No","No","No","Yes","No","Neutral (or no effect)","Neutral (or no effect)",,,,,"",,,"No",,,,,,,
"89-93-26-33","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"16-51-24-24","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"85-00-63-86","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"24-74-06-95","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"76-24-30-21","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"56-71-52-33","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"27-56-82-36","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"98-24-74-63","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"33-63-66-85","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"36-81-79-37","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"98-23-40-44","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"37-22-37-99","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"00-67-21-61","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-87-88-69","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"00-01-36-74","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"07-23-47-52","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"07-42-94-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"23-53-17-58","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"36-44-48-22","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"66-23-65-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"94-52-36-12","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"34-33-60-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"94-14-40-52","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"85-43-64-12","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"48-73-27-78","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"95-30-04-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"92-70-85-41","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"48-49-97-86","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"84-79-52-42","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"49-71-84-27","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"62-50-68-38","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"27-08-48-72","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"77-27-65-41","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"70-31-22-22","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"94-42-67-72","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"44-03-12-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"02-54-15-71","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"62-99-04-33","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"42-85-59-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"02-53-80-77","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"50-80-96-28","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"11-91-04-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"25-18-28-61","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"59-58-64-54","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"68-47-48-14","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"64-84-94-47","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"47-86-51-93","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"89-64-71-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"32-24-09-18","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"54-13-98-82","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"21-11-21-29","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"81-55-77-74","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"23-00-40-40","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"17-59-86-59","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"89-73-28-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"14-55-50-79","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"60-36-21-40","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"57-25-85-63","No","",,,,,,,,,,,,,"",,,"Yes",1,"Yes","No","No","No",,
"80-36-08-51","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"73-98-72-78","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"48-58-14-95","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"08-00-46-02","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"45-96-62-88","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"58-44-41-63","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"36-02-91-03","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"29-24-40-33","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"64-42-73-18","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"56-97-76-00","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"37-93-28-73","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"03-58-95-42","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"15-23-04-89","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"51-35-95-32","No","",,,,,,,,,,,,,"",,,"Yes",1,"Yes","No","No","No",,
"32-54-58-03","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"45-15-07-99","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"59-16-11-16","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"78-92-27-80","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"24-78-22-03","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"61-90-23-18","No","",,,,,,,,,,,,,"",,,"Yes",1,"Yes","No","No","No",,
"36-41-14-75","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"15-24-20-62","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"13-30-97-65","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"62-39-49-91","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"37-93-31-47","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"41-29-34-43","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"24-91-36-31","No","",,,,,,,,,,,,,"",,,"Yes",1,"Yes","No","No","No",,
"85-94-51-81","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"05-53-82-60","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"79-66-45-07","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"78-15-69-36","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"53-49-72-57","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"66-30-66-08","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"36-62-86-65","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"93-72-05-88","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"64-59-07-31","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
"14-20-80-15","No","",,,,,,,,,,,,,"",,,"No",,,,,,,
